id,cntry,stflife,happy,fltsd,fltdpr,enjlf,wrhpp,fltanx,fltpcfl,dclvlf,lchshcp,accdng,tmimdng,tmabdng,tmendng,dngval,sedirlf,optftr,lotsgot,pstvms,flrms,wrbknrm,deaimpp,flteeff,slprl,cldgng,enrglot,ppltrst,pplfair,pplhlp,pplahlp,flclpla,inprdsc,flapppl,rehlppl,fltlnl
2,CH,8,3,1,1,3,2,2,3,4,5,2,7,8,4,2,8,2,2,2,4,3,6,2,1,1,3,7,3,5,1,2,4,9,4,1
4,CH,9,8,2,1,3,3,2,3,2,4,2,7,7,8,2,5,2,2,2,4,4,5,1,1,1,3,5,7,7,4,3,0,8,5,1
5,CH,10,8,2,2,3,2,2,3,2,4,2,9,9,10,2,10,1,2,2,4,3,3,3,1,1,2,3,10,5,5,2,3,10,6,1
11,CH,8,8,2,1,2,2,2,2,3,4,3,5,7,5,3,7,3,2,2,4,5,8,1,1,1,2,8,8,2,5,3,6,6,4,2
18,CH,9,10,1,1,4,4,1,4,2,4,2,10,10,9,2,10,2,2,2,4,4,1,2,1,1,4,7,8,6,5,2,4,9,4,1
20,CH,10,10,4,4,2,2,2,3,4,4,2,10,10,10,1,2,1,1,1,1,1,10,4,2,3,4,0,5,6,4,1,1,9,5,1
21,CH,10,9,1,1,3,3,1,3,2,4,2,8,8,9,2,7,2,2,2,2,4,7,1,1,1,3,5,6,5,5,2,3,10,6,1
23,CH,10,10,1,1,4,4,2,4,2,4,2,9,8,8,2,8,2,2,2,5,4,6,1,2,2,3,7,7,5,5,2,1,10,6,2
24,CH,10,10,1,1,4,4,1,4,2,5,2,8,10,7,3,0,1,1,1,5,5,,1,1,1,4,7,3,5,5,5,5,10,6,1
25,CH,9,9,2,1,3,3,2,3,2,3,3,8,8,8,2,7,2,2,2,2,3,7,2,2,2,3,5,7,5,6,2,2,8,5,2
26,CH,7,7,1,2,1,2,2,2,2,4,2,7,6,7,2,7,2,2,2,2,3,5,4,1,2,2,8,8,8,6,2,2,8,5,2
27,CH,7,8,2,2,4,3,2,3,1,2,1,7,7,5,2,5,3,2,2,4,2,5,1,1,1,2,7,5,7,4,1,3,6,5,1
28,CH,10,10,1,1,4,3,2,3,1,4,2,7,8,7,1,8,1,2,1,5,4,6,1,1,1,3,6,6,7,5,1,4,9,5,1
29,CH,8,8,2,2,3,3,2,3,2,3,3,8,8,7,2,7,3,3,3,4,4,6,1,1,1,3,6,7,5,5,2,3,7,5,1
32,CH,8,8,1,1,4,3,1,3,2,2,2,9,8,8,2,6,2,2,2,4,4,5,1,1,1,3,4,7,8,4,2,5,5,5,1
33,CH,8,8,2,2,3,2,2,2,2,4,2,6,6,7,2,8,2,2,2,4,2,8,2,1,2,2,5,10,9,5,2,4,8,4,2
35,CH,8,8,1,1,3,4,1,2,4,5,1,10,10,9,2,8,4,1,1,4,5,4,3,2,1,4,10,0,0,1,4,6,10,5,1
36,CH,7,8,2,2,3,3,2,3,1,2,2,8,8,6,2,10,2,2,2,4,1,3,1,1,1,3,6,7,3,2,2,4,8,4,2
37,CH,8,8,1,1,3,3,1,3,2,2,2,8,8,8,2,7,2,2,2,5,4,6,2,1,1,3,5,8,6,5,2,4,8,5,1
39,CH,9,9,1,1,3,3,1,3,1,4,2,8,8,7,2,8,1,2,2,4,4,8,1,1,1,4,8,7,7,2,4,4,9,5,1
40,CH,10,0,1,1,2,4,1,4,1,5,1,6,7,6,2,0,1,1,3,5,5,7,2,1,1,3,0,5,2,4,2,6,10,6,1
41,CH,10,10,2,2,4,2,1,4,1,1,1,7,6,9,1,9,1,2,2,5,4,6,2,2,2,2,4,5,3,4,1,1,7,5,1
43,CH,7,9,2,1,3,3,2,3,1,4,2,9,9,8,2,9,1,1,3,5,2,7,2,2,2,3,4,6,5,5,3,5,9,6,2
44,CH,10,7,1,2,4,3,2,2,2,4,2,7,8,6,2,7,2,2,2,5,4,5,1,2,1,3,3,4,5,5,2,3,8,5,1
45,CH,10,9,4,2,3,2,4,1,1,3,2,9,9,7,2,9,2,1,2,5,4,9,1,3,4,3,7,8,8,5,1,4,9,6,1
47,CH,8,7,1,1,3,3,4,2,1,2,2,9,8,9,1,8,1,2,1,4,4,6,2,1,1,4,6,5,7,5,3,4,9,6,1
48,CH,5,5,2,2,3,2,2,2,2,3,2,8,9,9,2,7,3,2,2,3,3,8,2,2,2,3,4,7,8,4,3,3,8,5,1
49,CH,10,4,1,2,4,4,4,2,1,1,1,10,10,10,1,8,1,1,1,,1,10,1,4,1,3,5,0,3,4,2,3,10,6,1
51,CH,8,9,1,1,3,3,1,3,1,2,2,7,8,8,2,8,2,2,2,4,4,8,1,1,1,4,8,8,8,5,2,4,7,6,1
53,CH,8,7,2,1,2,3,3,2,1,2,2,8,8,6,2,6,2,2,2,4,2,2,2,3,2,2,4,4,8,3,3,3,7,5,1
54,CH,9,8,2,1,2,2,2,3,2,3,2,5,6,4,3,6,3,3,4,4,2,4,2,2,2,2,2,4,7,5,2,4,9,6,1
55,CH,9,9,1,1,4,3,1,4,1,2,2,5,6,6,2,7,2,2,2,4,4,5,1,1,1,3,6,7,7,5,2,4,9,5,1
56,CH,7,7,2,2,4,3,2,3,1,2,2,10,10,9,2,10,1,2,1,4,4,5,2,2,2,3,5,7,7,2,1,2,8,6,1
57,CH,9,9,1,1,4,4,1,4,2,5,2,8,10,9,2,6,2,2,2,5,5,10,1,1,1,4,7,7,4,2,2,4,8,5,1
58,CH,8,8,2,1,3,3,1,4,1,4,2,9,10,9,1,10,2,2,2,4,4,9,1,1,1,4,1,9,7,2,3,1,7,6,1
63,CH,9,10,2,2,4,3,4,2,2,2,2,8,4,4,3,3,4,1,4,3,2,5,2,2,2,3,5,5,5,4,3,5,9,5,2
64,CH,7,7,1,1,3,3,1,3,1,4,2,8,8,8,3,9,1,2,2,5,4,8,3,1,1,3,3,5,5,4,3,3,8,5,1
68,CH,5,8,2,1,4,4,1,4,1,1,1,9,10,10,2,10,1,2,1,5,1,9,2,4,2,4,4,5,3,0,4,6,10,6,2
72,CH,8,9,1,1,3,3,2,4,2,4,2,8,8,8,2,7,1,2,2,4,4,5,1,1,1,4,6,6,6,5,2,4,9,6,1
73,CH,7,9,2,2,4,4,2,3,2,4,2,8,7,8,2,8,2,2,2,4,1,6,1,2,2,4,4,5,5,5,2,2,8,6,1
77,CH,9,8,2,1,3,3,2,3,2,4,2,8,8,8,2,7,2,2,2,4,5,6,1,1,1,3,7,7,3,5,2,2,8,5,1
78,CH,10,8,2,2,3,4,2,3,1,3,2,6,8,8,2,5,2,2,3,4,3,8,2,1,2,3,5,5,8,2,3,1,8,5,2
80,CH,10,10,2,2,4,3,2,3,1,5,1,7,8,8,1,9,1,2,1,2,5,6,2,1,1,2,4,6,5,5,3,6,10,6,1
81,CH,8,8,1,1,3,4,2,3,2,4,2,6,8,7,2,8,2,2,2,5,4,4,1,2,4,4,5,7,7,4,2,2,7,6,1
82,CH,7,6,2,2,3,3,1,2,2,4,2,7,8,7,2,6,2,2,2,2,4,5,2,2,2,2,7,7,7,4,3,4,9,5,2
84,CH,8,9,2,1,3,3,1,3,3,2,3,10,10,8,,4,3,2,3,5,5,7,2,2,1,3,9,7,8,3,3,4,8,5,2
85,CH,9,9,2,1,3,3,2,2,3,3,3,8,8,8,4,6,2,2,2,2,3,6,1,1,2,3,6,7,7,5,3,3,8,4,2
86,CH,9,8,1,1,4,3,2,3,2,4,2,7,7,7,2,7,2,2,2,5,4,7,2,2,1,3,6,6,6,5,2,5,7,5,1
87,CH,5,7,1,2,3,3,3,3,1,1,2,6,5,5,2,6,3,2,2,2,3,5,2,1,1,4,3,4,4,2,3,5,6,5,1
92,CH,10,9,1,1,3,3,1,3,1,3,1,7,9,8,2,8,1,2,1,4,4,8,1,1,1,4,7,7,6,1,4,6,9,6,1
96,CH,9,8,1,1,4,4,1,3,1,4,1,8,7,8,2,7,1,2,1,2,4,5,1,1,4,4,8,8,6,4,3,4,9,6,1
97,CH,9,9,1,1,3,4,1,2,1,4,2,8,8,8,2,9,2,2,2,4,4,8,2,1,1,2,8,8,8,4,2,2,9,6,1
98,CH,9,9,1,1,4,4,1,1,2,4,2,7,7,7,1,9,2,2,2,4,4,5,1,1,1,4,7,7,8,4,3,6,10,5,1
99,CH,2,9,2,2,3,2,2,1,1,4,2,5,7,6,4,2,2,4,2,4,2,5,1,1,3,1,2,2,3,4,4,3,8,5,2
100,CH,3,3,2,1,3,3,4,1,5,3,1,10,10,8,2,8,2,1,2,4,4,2,4,4,4,4,8,10,0,5,2,5,8,6,2
101,CH,10,9,1,1,4,4,2,2,2,4,3,10,8,10,1,8,1,1,1,5,3,5,3,1,2,4,6,8,6,6,2,4,9,6,1
104,CH,9,9,1,1,3,3,1,3,2,4,2,7,8,8,2,9,2,2,2,4,4,5,1,2,1,3,4,8,8,5,2,3,10,6,1
107,CH,10,9,2,1,3,3,2,3,3,3,3,4,5,7,1,9,2,1,1,5,2,4,1,2,1,2,5,4,0,6,2,2,10,6,2
108,CH,10,9,1,1,3,4,2,3,2,4,2,8,8,8,2,7,2,2,2,2,4,7,2,1,1,3,7,7,4,4,2,3,10,6,1
110,CH,6,6,3,1,4,2,1,2,1,2,2,9,8,8,2,8,2,2,2,4,4,5,2,1,3,2,5,5,4,5,2,4,8,5,2
113,CH,8,9,1,2,4,3,1,3,1,4,2,8,10,9,2,7,2,2,2,4,3,6,2,2,1,3,8,6,3,5,2,4,9,6,1
114,CH,9,8,2,2,4,2,1,3,1,2,2,9,9,9,2,8,1,3,2,5,4,8,2,2,2,3,8,8,6,3,3,1,6,5,1
115,CH,8,8,2,2,2,2,1,2,2,3,3,5,5,7,2,7,4,2,4,2,4,5,2,3,2,2,7,8,5,5,2,3,5,5,2
117,CH,7,7,1,2,2,3,2,2,2,4,2,8,8,7,2,8,2,2,1,2,4,,4,4,1,3,6,7,5,4,2,5,10,6,1
118,CH,8,8,1,1,3,4,2,3,2,2,2,8,8,8,2,8,2,2,2,5,4,8,2,2,1,2,7,6,5,4,2,3,8,5,1
119,CH,9,9,1,1,4,3,1,3,1,5,2,8,8,9,1,9,1,1,1,5,4,4,2,2,2,3,5,8,6,5,2,3,9,6,1
121,CH,10,10,2,2,4,2,2,2,2,4,2,8,9,8,2,8,2,2,2,4,4,8,1,1,1,3,8,8,8,4,2,4,10,6,2
124,CH,8,7,2,2,2,2,2,2,3,4,2,7,7,6,2,6,4,3,2,2,3,6,2,2,1,4,4,8,5,2,2,4,7,,2
133,CH,7,8,2,2,2,2,3,2,3,4,2,7,8,8,2,2,2,2,2,4,3,5,3,4,2,1,8,5,5,0,4,4,10,6,1
134,CH,5,6,2,1,4,4,2,3,2,3,2,8,6,7,2,3,2,2,2,4,2,6,1,1,2,3,4,7,5,4,2,4,8,4,2
135,CH,7,5,1,1,2,2,1,2,3,4,2,6,6,6,2,5,2,3,2,4,4,5,2,2,1,1,8,8,3,1,3,2,8,5,2
137,CH,9,9,1,1,3,4,1,3,2,4,2,7,8,9,2,8,2,2,2,4,2,3,2,2,1,4,2,3,2,2,3,3,8,5,1
141,CH,6,5,1,1,4,3,2,3,4,2,2,10,10,10,2,9,4,2,2,5,5,5,1,1,1,3,2,2,2,3,2,0,6,6,1
142,CH,8,9,1,2,3,3,2,3,1,4,1,9,10,9,1,7,1,2,2,4,3,4,2,1,1,3,6,7,8,4,1,5,8,5,1
144,CH,8,8,1,4,1,3,,2,1,1,2,8,7,8,1,2,1,1,1,5,2,5,4,3,1,2,8,8,8,1,2,5,9,0,1
145,CH,5,6,2,2,2,2,2,2,4,3,3,7,7,3,1,8,2,2,2,4,4,6,2,2,2,2,8,7,7,4,3,4,8,4,1
148,CH,10,10,2,1,1,3,2,3,1,3,1,8,8,8,1,10,1,2,2,4,4,7,2,2,2,2,5,6,10,6,1,2,10,6,1
149,CH,7,6,1,2,4,2,1,4,1,1,1,8,10,9,1,4,1,2,2,5,1,7,1,3,1,4,8,3,2,0,2,0,8,5,1
159,CH,8,8,1,1,3,3,1,3,2,3,2,8,8,6,2,7,2,2,2,5,4,7,1,1,1,3,3,5,5,1,3,1,7,6,1
160,CH,0,10,2,1,4,4,2,3,2,2,1,9,10,10,1,9,1,2,1,5,2,7,1,2,2,4,3,5,6,4,1,3,10,6,1
161,CH,5,6,1,1,3,3,2,3,2,2,3,8,7,7,2,5,2,2,1,2,3,6,1,2,1,4,7,7,8,5,3,5,9,4,1
162,CH,8,8,1,1,4,4,2,3,1,3,2,7,8,8,1,10,2,2,3,5,4,10,1,2,1,3,7,6,8,2,3,4,10,6,1
163,CH,7,7,2,2,2,2,2,2,3,4,3,8,7,6,2,8,3,2,2,3,4,7,1,1,1,3,3,5,5,2,4,4,7,5,2
166,CH,9,10,2,2,3,4,2,3,2,3,2,9,7,6,2,7,2,2,2,5,3,5,3,3,2,2,5,9,7,5,2,3,6,6,1
168,CH,7,8,1,1,3,3,1,3,2,4,2,7,9,7,2,8,2,1,2,4,4,8,2,1,1,3,6,6,7,5,1,5,9,5,1
172,CH,9,9,2,1,3,3,1,3,2,4,2,8,8,8,2,8,2,2,2,4,4,7,1,2,1,3,8,8,7,5,1,3,9,5,1
173,CH,10,10,1,1,4,4,1,3,1,5,2,9,9,9,2,8,1,2,1,5,4,8,1,1,1,3,5,9,9,5,1,5,9,6,1
175,CH,9,8,1,1,3,3,1,4,2,4,2,8,9,9,2,7,2,2,2,4,4,7,1,2,1,4,8,9,7,4,2,2,9,4,1
177,CH,8,8,1,1,4,4,2,2,2,2,3,8,8,7,2,8,2,2,2,4,3,8,2,2,1,3,5,8,8,6,2,4,8,6,1
179,CH,9,9,1,1,4,4,1,3,2,4,2,9,9,9,2,5,2,2,2,4,4,6,1,1,1,3,7,7,3,4,2,3,9,6,1
180,CH,8,7,1,1,2,2,1,2,1,2,1,8,9,8,4,7,2,2,2,2,2,5,2,2,2,2,5,7,4,4,3,3,8,6,1
185,CH,9,9,1,1,3,4,2,4,1,5,2,8,8,8,1,6,1,1,1,4,5,6,1,1,4,4,4,4,5,4,2,4,9,6,2
190,CH,7,8,1,1,4,4,2,2,2,4,2,8,9,8,2,5,2,2,2,4,4,4,2,1,1,2,5,6,5,3,2,4,8,6,1
191,CH,8,8,2,2,3,3,1,3,2,3,2,8,8,8,2,5,2,2,2,3,2,5,2,2,2,3,8,8,7,5,2,4,8,5,2
193,CH,7,8,1,1,3,3,1,3,2,2,2,10,9,8,2,8,3,2,2,4,4,7,2,1,1,2,3,5,5,3,4,3,8,5,1
195,CH,9,8,2,2,2,2,3,1,2,3,2,8,8,8,2,8,3,2,2,4,2,7,2,4,1,2,4,5,3,4,1,3,9,6,2
196,CH,10,10,2,1,4,3,2,3,1,1,2,9,8,8,1,10,1,2,1,3,2,3,2,1,2,4,7,5,9,6,2,4,8,6,1
198,CH,8,7,2,3,4,2,4,3,1,1,1,10,10,8,1,8,1,2,1,5,2,8,2,4,1,4,6,9,10,5,2,4,10,6,1
200,CH,9,9,1,1,4,4,1,4,1,4,1,9,9,10,1,9,2,2,2,4,4,8,1,1,1,4,9,7,7,6,2,3,8,5,1
202,CH,7,6,2,2,3,3,2,3,1,3,2,8,7,8,2,8,2,1,3,2,2,8,2,2,1,3,4,3,3,5,1,3,9,6,1
203,CH,9,8,1,1,2,3,1,3,1,5,2,9,9,9,1,6,2,2,1,4,5,8,1,2,2,3,4,8,5,1,2,4,10,6,1
214,CH,7,10,1,1,3,3,1,3,1,4,2,7,5,5,2,3,2,2,2,5,4,9,1,2,2,3,5,5,1,5,2,4,9,6,1
216,CH,5,7,2,2,2,3,4,1,3,2,2,6,6,8,2,7,2,2,2,3,4,3,2,1,1,1,7,5,7,4,1,4,8,6,1
218,CH,9,9,1,1,4,3,1,4,1,3,2,8,8,8,1,8,1,2,2,5,4,7,1,1,1,4,8,8,7,5,2,1,8,5,1
219,CH,8,8,1,1,3,3,1,3,2,4,2,7,8,8,2,9,2,2,3,4,3,5,3,1,2,3,7,7,7,4,2,3,9,6,1
220,CH,8,8,2,1,3,4,2,4,2,2,2,8,6,7,1,8,1,1,2,5,2,5,1,2,1,4,7,7,7,3,1,2,7,4,2
225,CH,8,8,2,2,3,3,2,2,3,4,2,4,6,7,3,7,3,2,2,3,3,5,2,2,2,3,3,5,3,4,2,4,9,6,1
226,CH,10,10,1,1,4,4,2,4,1,4,1,7,10,8,1,8,2,2,2,4,5,7,1,1,1,4,5,8,6,6,1,4,10,6,1
228,CH,8,8,2,1,3,3,2,2,2,4,3,5,6,7,2,5,2,2,2,2,4,3,2,1,1,3,3,9,6,5,2,4,10,4,1
229,CH,9,9,1,1,3,3,1,3,2,3,2,6,6,6,2,6,2,1,2,4,4,8,1,1,2,3,5,7,6,5,3,4,8,5,1
231,CH,9,8,2,1,3,3,2,3,2,4,2,9,7,8,1,9,1,2,2,4,5,7,2,2,1,3,8,8,7,6,2,4,8,4,1
232,CH,9,9,1,1,3,4,1,3,2,4,2,7,6,7,2,8,2,2,1,5,5,7,2,2,1,3,8,8,6,5,2,3,8,5,1
234,CH,9,7,1,1,4,3,2,3,1,4,2,8,8,8,2,10,1,2,1,5,5,8,2,1,1,4,2,3,2,5,1,2,10,6,1
236,CH,10,10,1,2,2,4,1,3,1,2,1,9,9,10,1,8,1,2,2,5,4,5,1,2,1,4,0,4,3,1,2,3,9,6,1
237,CH,9,7,1,1,3,3,1,4,2,4,2,7,7,7,2,7,2,2,2,4,4,6,1,1,1,4,8,4,5,3,2,4,7,4,1
241,CH,8,7,1,1,1,2,1,1,2,4,2,9,8,8,2,6,2,2,2,4,2,5,3,2,2,3,8,8,9,4,2,3,7,5,1
243,CH,7,7,3,2,2,2,2,2,2,1,1,5,5,7,3,3,3,2,2,2,2,4,2,1,2,4,6,5,8,6,4,2,8,6,2
245,CH,8,8,2,1,3,3,2,2,2,4,2,7,6,7,2,9,2,2,2,3,3,5,1,1,1,2,8,7,6,,3,3,8,6,1
250,CH,9,8,2,1,3,3,2,3,2,2,3,7,9,5,2,2,3,2,3,4,4,3,2,3,3,3,4,5,3,3,3,5,9,6,1
251,CH,8,6,,2,,3,1,,,,,,,,,,3,,3,3,,5,2,2,,,5,5,4,2,2,,8,4,
253,CH,7,8,1,1,3,3,2,2,2,3,2,7,8,6,2,4,3,2,2,4,4,6,1,3,1,3,5,4,3,3,3,4,8,4,2
254,CH,8,10,1,1,3,3,1,4,2,4,2,6,7,7,2,2,2,2,2,5,4,5,1,1,1,3,4,6,7,6,2,4,7,5,1
255,CH,10,9,1,1,4,4,1,4,3,4,2,7,6,10,2,6,2,2,2,3,3,5,1,1,1,4,8,8,7,5,2,4,8,5,1
256,CH,7,7,1,1,2,2,1,2,1,2,3,8,8,7,3,10,1,2,2,5,5,4,1,4,1,2,0,5,3,5,4,3,8,3,2
257,CH,9,8,2,2,4,4,2,4,3,3,1,8,7,8,1,7,2,1,2,4,4,6,1,1,1,4,7,5,6,4,1,3,8,5,1
258,CH,9,9,2,1,3,2,1,3,1,3,2,5,7,8,2,5,2,2,2,5,4,7,2,2,1,3,9,9,8,5,2,3,9,4,1
259,CH,8,7,1,1,3,4,2,4,3,4,2,7,7,7,3,7,2,2,2,3,2,5,1,1,1,4,7,7,7,5,2,4,8,5,1
260,CH,10,6,2,1,2,3,3,4,2,1,1,3,6,4,2,8,4,2,1,1,4,8,2,2,1,4,0,1,5,5,2,2,6,5,1
261,CH,8,8,2,2,1,3,1,2,1,4,2,7,7,7,2,7,2,2,2,4,4,6,1,2,3,1,3,5,5,,5,3,5,4,3
264,CH,9,9,2,1,4,3,2,3,2,4,2,9,9,9,2,8,2,2,2,4,5,9,1,1,1,3,7,8,9,5,2,0,9,5,1
265,CH,10,8,1,1,4,3,1,3,1,4,1,10,10,7,1,6,2,1,1,5,5,7,1,2,1,3,7,8,8,2,4,2,9,6,1
267,CH,9,9,1,1,4,3,2,4,2,4,2,8,7,5,2,10,2,2,2,5,5,4,1,1,1,4,5,5,7,6,2,4,8,6,1
269,CH,8,8,1,1,3,3,2,2,2,4,3,5,6,8,2,5,2,2,2,4,2,5,2,1,2,2,5,5,4,4,3,4,8,5,2
270,CH,10,10,1,1,4,3,1,4,2,4,2,5,10,10,2,7,2,2,2,5,4,5,1,1,1,4,6,8,8,5,2,3,9,6,1
271,CH,8,7,2,3,2,2,2,2,1,4,2,8,7,6,2,7,2,2,2,4,4,5,1,2,2,1,10,9,9,2,4,5,8,5,2
272,CH,8,8,2,1,3,3,2,3,1,4,1,8,7,7,1,7,1,2,2,4,4,7,2,1,1,4,8,9,9,4,3,4,8,4,1
273,CH,8,8,1,1,3,3,1,3,2,4,2,7,7,7,2,7,2,2,2,4,4,5,2,1,1,3,7,8,7,5,2,4,8,5,1
275,CH,7,8,1,1,4,4,1,4,1,4,2,7,7,7,2,5,2,2,2,4,3,5,1,1,1,4,5,7,7,,4,4,7,5,1
276,CH,4,6,2,3,2,2,3,3,2,4,2,8,9,8,3,5,4,4,4,2,2,1,2,1,1,2,6,4,7,4,2,3,9,3,2
277,CH,10,8,1,1,1,2,1,1,2,3,2,8,5,5,3,8,2,3,2,3,4,8,1,2,1,1,8,8,8,3,3,1,,2,1
279,CH,10,8,2,2,2,3,2,3,2,1,2,9,10,7,2,6,2,2,2,4,4,7,2,1,1,3,8,8,5,4,2,4,10,6,1
285,CH,9,7,1,1,3,2,2,3,1,2,2,10,8,7,3,10,2,2,2,4,4,8,1,2,1,3,5,3,5,3,4,3,8,3,3
295,CH,10,10,1,1,3,1,1,4,1,5,1,8,8,8,1,10,1,2,1,4,3,7,1,2,1,3,6,9,6,4,4,4,10,6,1
296,CH,9,10,1,1,4,3,2,4,1,2,2,9,8,8,2,8,2,2,2,4,3,7,2,2,1,3,7,4,5,3,2,3,8,5,1
297,CH,10,8,2,1,3,3,2,3,2,4,2,10,9,8,2,9,2,2,2,5,4,9,2,1,1,3,8,9,4,6,2,5,9,6,1
298,CH,9,9,1,1,3,3,2,3,2,2,2,9,9,10,2,9,2,1,2,4,4,8,2,1,1,3,7,6,9,5,1,4,8,5,1
299,CH,7,8,2,1,4,2,2,2,1,4,2,8,8,8,1,6,1,1,2,4,4,7,3,1,2,1,5,5,1,5,1,1,7,3,1
303,CH,7,9,2,2,2,2,2,1,3,3,2,6,6,7,2,2,2,2,3,2,2,2,2,1,1,3,6,3,7,6,1,4,9,6,2
304,CH,0,0,2,2,4,2,4,2,4,1,4,0,5,3,2,0,4,2,2,4,4,2,4,4,1,4,2,2,2,1,5,1,1,0,3
307,CH,3,3,3,3,3,3,1,3,1,3,2,8,8,5,2,0,3,1,4,2,2,3,4,1,3,1,0,0,5,1,2,,2,6,1
308,CH,9,9,1,1,4,4,2,3,1,4,2,8,7,8,2,6,1,2,2,4,5,7,1,1,1,4,8,6,6,6,1,4,10,6,1
310,CH,6,7,2,2,3,3,2,3,2,2,2,9,7,10,1,3,2,1,2,3,3,5,2,3,2,3,6,10,8,4,3,4,9,4,2
313,CH,9,8,1,1,3,3,1,3,1,4,2,7,7,7,2,9,1,2,2,3,1,8,2,2,1,3,2,5,2,3,3,4,8,5,1
314,CH,10,10,1,1,4,4,2,3,1,5,1,8,8,8,1,10,1,1,1,4,4,8,1,1,2,4,8,7,7,5,4,4,8,4,1
318,CH,9,10,1,1,4,3,1,4,2,2,2,5,7,6,2,8,2,2,2,3,4,8,2,1,2,2,8,8,5,4,2,4,7,4,1
319,CH,9,9,1,1,4,4,1,4,1,5,1,9,9,8,1,8,2,1,2,5,5,8,1,1,1,4,6,6,4,5,3,1,8,6,1
321,CH,2,7,2,1,3,4,2,3,1,2,2,8,5,6,1,8,1,2,1,5,4,5,3,1,1,3,6,8,4,0,4,4,8,4,2
322,CH,10,9,1,1,4,4,2,3,2,4,2,5,7,7,2,7,2,2,2,4,4,5,2,3,1,3,5,7,4,4,3,3,10,6,1
323,CH,9,9,1,1,3,3,2,3,3,5,1,9,10,9,2,8,3,3,3,2,,4,4,3,1,3,3,3,3,5,3,5,9,5,1
326,CH,7,8,1,2,1,2,3,1,2,4,2,8,8,7,2,7,1,2,2,4,4,3,3,3,3,1,7,7,5,4,3,4,9,5,1
327,CH,7,7,1,1,4,3,1,3,1,4,2,7,7,8,2,3,2,2,1,3,4,7,1,1,1,3,6,4,7,5,2,3,8,5,1
331,CH,9,9,1,1,3,4,2,4,2,5,1,9,9,8,2,9,2,2,2,4,4,4,3,1,1,3,4,7,8,6,1,1,9,6,1
332,CH,8,8,2,2,2,2,2,2,3,3,2,5,4,5,3,5,3,3,4,2,3,7,2,2,2,2,6,7,5,5,2,4,7,5,1
333,CH,8,8,1,1,4,4,1,3,1,2,2,5,4,6,2,7,1,2,1,5,5,8,1,2,1,4,3,3,3,4,2,2,7,5,1
339,CH,5,6,4,3,1,1,3,1,1,2,1,9,8,7,2,4,2,2,3,4,1,9,3,3,1,2,4,7,8,5,1,1,10,6,4
343,CH,7,9,1,1,4,4,1,4,2,4,2,8,8,9,2,8,2,2,2,4,5,9,1,1,1,4,7,6,8,5,2,4,8,6,1
345,CH,9,9,1,1,4,4,1,3,2,4,1,9,7,8,1,8,2,1,1,5,5,8,1,1,1,4,7,7,3,2,2,4,9,5,1
346,CH,6,8,1,1,4,4,1,4,1,4,1,7,5,6,3,10,2,2,1,5,5,5,1,1,1,4,2,8,2,1,5,4,7,6,1
347,CH,6,7,1,1,2,2,1,4,3,3,2,7,7,7,2,7,3,3,3,4,2,3,3,1,1,3,6,6,5,2,4,3,7,4,1
354,CH,7,7,2,2,2,2,2,3,2,3,2,8,7,5,2,6,4,2,3,5,3,7,2,1,1,2,4,7,6,5,3,1,8,6,1
356,CH,9,9,1,1,4,4,1,4,2,4,2,8,8,8,2,7,2,2,2,5,4,8,1,1,1,4,8,7,8,5,1,3,9,6,1
357,CH,10,8,1,2,4,3,1,4,1,5,1,10,10,10,2,10,1,1,1,5,5,8,1,3,1,4,7,7,8,5,1,4,10,6,1
359,CH,8,8,1,1,3,3,2,3,2,2,2,7,9,6,2,4,2,3,2,5,4,9,1,2,1,3,7,6,7,2,4,5,8,3,1
362,CH,7,9,1,1,4,3,1,1,1,4,1,7,9,10,1,10,1,1,1,5,4,7,1,1,1,4,1,6,5,4,2,4,10,6,1
367,CH,9,10,1,1,3,4,1,2,1,5,1,10,10,10,1,9,2,1,1,5,3,5,3,1,1,3,3,3,3,6,1,4,10,6,1
369,CH,10,10,1,1,4,4,1,4,1,1,1,9,9,9,2,,1,1,1,5,5,8,1,1,1,4,8,5,4,3,2,4,10,6,1
372,CH,9,8,1,1,4,3,2,3,2,2,2,9,9,9,2,8,2,2,2,5,4,9,2,1,1,2,6,6,6,5,2,0,10,6,1
373,CH,10,10,1,1,4,3,2,2,3,2,2,7,7,7,1,9,1,2,1,5,4,5,2,1,1,4,5,6,4,5,2,4,9,4,1
378,CH,9,7,2,2,4,3,2,3,1,3,3,10,10,10,1,10,2,2,2,4,5,7,1,2,2,3,2,8,5,4,2,2,5,6,1
380,CH,8,10,1,1,4,4,2,3,1,3,2,10,9,10,2,9,1,1,2,4,5,5,1,2,1,3,5,7,3,,3,3,10,6,1
381,CH,5,6,2,1,3,3,1,4,1,1,1,10,10,10,1,10,1,1,1,,5,6,1,,1,4,0,5,0,0,1,3,10,6,2
382,CH,6,6,2,2,2,2,2,2,2,4,2,5,4,4,2,2,3,2,2,4,4,5,2,2,2,2,5,8,8,6,2,4,8,5,2
383,CH,8,8,2,2,2,2,2,2,1,2,1,10,10,8,2,0,3,2,2,2,2,2,1,3,2,2,10,10,6,3,2,6,10,3,2
384,CH,8,9,1,1,4,4,1,4,2,5,1,8,8,8,2,8,2,2,2,4,4,5,1,1,1,4,8,8,9,5,3,5,9,6,1
